Region,Year,Land_Cover_Type,Area_sq_km,NDVI,Population_Density,Temperature_Anomaly
Arctic,2010,Wetlands,6181.784155783947,0.0713181600624294,45.74589577798767,2.5258370839168633
Africa,2009,Wetlands,4849.344140229652,0.7920853583503432,393.79355455521056,0.5808953226153889
Arctic,2008,Wetlands,930.6551525662012,0.42194805814404845,0.7954890227741211,2.511052275149071
Asia,2011,Water,6121.889231562849,0.734936038579004,681.4413428508263,-0.3005286557935275
South America,2018,Wetlands,4018.3418539128775,0.44097968135493504,261.1005068314398,1.0935931136019714
North America,2000,Agriculture,8586.473706131232,0.8955015197742283,758.644372230667,-1.1237535295837477
Africa,2017,Water,5448.765255475091,0.19954871952872885,1195.4502566610822,-0.29700505384893366
Africa,2013,Forest,2616.5668810604657,0.6351416076994324,227.0965782411478,0.7478095083363712
South America,2021,Wetlands,2140.492812984958,0.23631264325803158,744.3901168211281,0.8595919518882585
Asia,2020,Urban,2834.9713036132293,0.1805916169107905,136.4213310877004,-0.7723838575718759
North America,2000,Wetlands,4105.864599734161,0.841939445300464,90.48491357377172,2.1425961476265862
Africa,2016,Forest,10100.794644074127,0.8824906832655998,27.533466155643094,-0.13051193928766855
North America,2010,Agriculture,4042.7505394534364,0.7256655532242721,180.35119495745886,0.08782026680121471
Africa,2019,Water,1931.358303526522,0.3830830407854572,420.10464493556196,0.9781210633950675
Asia,2014,Wetlands,4143.486655558964,0.8474161419548325,1129.5424827175138,1.5519357511745946
Australia,2003,Urban,7468.96090423863,0.15784349780927776,221.01016924856194,0.06153486672065605
Africa,2014,Forest,5540.829982520414,0.15837449829114011,477.37643304627255,1.173265735611528
Australia,2021,Urban,4615.915659082793,0.24409640398750856,679.4340930867972,-0.45616297727065697
Africa,2021,Barren Land,4725.612912785845,0.39011809322071467,282.0518797603819,1.6684316742188825
Europe,2013,Forest,3129.665338984354,0.2675758927060955,54.7319710319937,0.038598254355332505
Asia,2021,Barren Land,6912.662077810876,0.8477264496432733,565.5740554972152,0.314431763474487
South America,2000,Urban,5768.80398944835,0.24391665089095788,256.1171331014346,-0.34677450697882384
Australia,2008,Water,14270.923263068535,0.8524237516081846,426.2797166250739,0.2159875031932522
South America,2006,Water,2332.8739771156934,0.5663829458352655,322.30289058545134,-0.7303496848460067
Asia,2022,Water,1944.1421029897454,0.1510909277006178,18.8939229788903,-0.06245075708884344
Arctic,2010,Barren Land,964.2520605757387,0.06197620548415044,5.557915122459478,2.017125809985426
South America,2022,Water,2812.557731159541,0.8204491480018316,101.16665135488273,-1.0559256701621327
Asia,2001,Agriculture,3264.0607931493387,0.13098234950296642,100.51925291121516,-0.5711782466261613
South America,2001,Forest,1869.7895964513552,0.7105687652954683,548.2738951962227,-2.0997163759562483
Australia,2005,Forest,4699.067574815829,0.4060567751446703,273.5696380524043,-1.2406682564065368
Europe,2022,Urban,5849.149515483506,0.26005060451294953,26.117159731730233,-0.014059623336384424
South America,2018,Wetlands,4549.470750004744,0.3277779429737169,146.91429991281552,0.9594889185288225
Australia,2019,Barren Land,1429.840717357007,0.12977773635959197,243.80273431718763,-0.3569998725691492
Africa,2013,Forest,2987.6048158064277,0.821604933886958,104.28762815315918,-0.030566042668362357
Asia,2002,Barren Land,3572.4488266275316,0.34872210421083594,12.194695385148373,1.1616935987303851
North America,2006,Urban,7218.684738265465,0.2162556567231625,143.53838321286023,0.8332259354645665
Arctic,2006,Water,3033.985492945355,0.35954632797407987,18.551707031779337,2.8187447908346392
North America,2003,Wetlands,459.70117032586774,0.6622586414640044,705.4221443348947,0.1192176904367075
Asia,2022,Urban,2792.2521574594543,0.1515427536654872,716.9864117344277,-0.4901248770390576
Europe,2004,Agriculture,3410.0605624313293,0.6982613273810379,208.18573484417402,0.3957616051282713
South America,2016,Water,9193.138800823615,0.8405448056200686,191.3106527222301,1.282519750030574
Europe,2003,Water,454.2008009458054,0.5879796740128356,306.9140495060976,1.8074487034194158
North America,2022,Water,5879.600083611045,0.6628048485156348,89.57197657141202,2.405985405829733
Arctic,2012,Urban,978.5550073887189,0.15854530234886022,10.094162609685906,3.5296980799396347
Australia,2015,Agriculture,2386.6622711709765,0.7749124930234227,0.7683387783265254,0.04369203460661747
Arctic,2015,Wetlands,4444.691713272267,0.19064053099431305,2.4431964869997476,0.7975741922268764
Asia,2001,Barren Land,6414.377296318288,0.8933604774211145,58.98832856267501,0.6019893312142464
Asia,2017,Urban,2007.7304956458781,0.04914112001505622,306.9730358611122,1.0965869774283126
Europe,2000,Forest,2452.2662804881,1.0672392688980123,71.72748579652662,-2.5533211124157806
Australia,2017,Forest,3003.4342254490816,0.35615724805114396,39.74381407222645,-1.4791061145471032
Europe,2007,Urban,1913.9836083574296,0.18093985614567934,287.3719778544745,-0.4568286397284603
South America,2010,Barren Land,8600.833756811762,0.8069509902597714,316.4504202144815,-0.7688959569638543
Africa,2023,Forest,6006.707134604835,0.3545556849863216,22.149982164130638,-1.6090570005870721
Australia,2023,Barren Land,5542.689480598346,0.2798253080720473,444.70692268321403,0.3800481873216919
Africa,2014,Water,4547.512769011333,0.614487009750466,335.44911706447715,1.2411894627726703
Arctic,2015,Urban,3012.1061465081857,0.13287208409524429,15.17839854291266,1.8115932276727966
South America,2016,Water,6811.261722054633,0.10597654736082181,1225.5968669999265,-1.660089041287142
Africa,2016,Forest,5078.60872398531,0.5524264665367553,3.6906201594374397,0.20628527373343636
North America,2011,Barren Land,4946.204418166095,0.4912871823044961,236.1396120364093,-1.1099680164851355
Arctic,2009,Water,2590.660561484435,0.15873407988878166,5.22001093874238,0.9913796023663499
Africa,2019,Forest,3077.7135083539106,0.6442653260437486,143.81358978311695,0.9597375590719662
South America,2005,Agriculture,3889.6981610075172,0.2236620845377252,42.88489312212879,1.2002181913122238
Africa,2007,Water,2608.949752390809,0.35888464148591914,397.1759897495821,-0.2892925756501448
Asia,2012,Agriculture,824.9787752786596,0.6705913868436387,154.03451475882503,0.7311080508132154
Europe,2001,Agriculture,2606.3478840864846,0.7990292302954433,1287.0968998868796,-1.0742575176728906
North America,2018,Wetlands,9942.085095616252,0.5715031693705644,318.26242320087766,0.5290847955113381
Asia,2021,Forest,4833.943617302762,0.19185075776755003,747.8870315326146,-0.3838742518576936
Asia,2009,Urban,2288.826850428686,0.25719867832481336,82.65775304637414,-1.3255701656549794
South America,2003,Barren Land,4975.15638656157,0.8180782567117578,115.16278056449953,-0.9071397816311401
Europe,2011,Forest,7483.161887378534,0.6041414812768148,135.14607259581038,0.4100563610552289
Europe,2017,Wetlands,1890.8576383666232,0.49495357288245223,547.0029325286415,-1.4806023686507948
Australia,2006,Wetlands,4969.251973973152,0.8931308635618308,71.35374430899867,-0.2816726135475749
Arctic,2019,Water,2554.727311161692,0.30451911501841716,87.966265678573,3.068401056194892
North America,2023,Barren Land,8048.968653685223,0.7448231213329335,13.367153809809896,-0.49282573461835116
Arctic,2023,Wetlands,2263.4903475057513,0.30859739411048476,66.17954901266965,0.4587364301338672
South America,2022,Urban,2490.484486042286,0.11069301970045148,180.12329952916053,-0.2769982782184861
North America,2024,Forest,4603.6718034279675,0.39271505663641515,223.8998587369414,0.6776527628788099
Australia,2003,Urban,1680.5472253304808,0.25302584279966134,1785.3781980136418,-1.2976733774262303
Africa,2006,Water,2385.5417749173785,0.464856904057529,734.6123913969215,1.1870631018545859
Asia,2009,Forest,7827.2847166628035,0.5081738786074957,703.0896053009537,0.7633321886413862
North America,2014,Water,6823.359075030206,0.11796156270511454,264.2300287441537,0.35011683296774093
Arctic,2011,Barren Land,5669.036288974917,0.4037476269594785,93.94091270043145,2.5773336376000917
Asia,2000,Barren Land,2011.0100807459569,0.8075982318694297,349.2386016587206,0.12717022001845282
South America,2019,Urban,3483.9211593276204,0.1875107599119093,513.3200072509617,0.3342728840684272
Arctic,2017,Urban,3817.9949391809096,0.1321182733801091,38.28919905017798,2.071459605748288
Africa,2024,Barren Land,14316.97141725331,0.24225548298824898,546.5854435114067,0.8829224530105921
South America,2015,Agriculture,3277.275211748659,0.5030488196670353,304.8092506043344,1.2928779341988865
Africa,2004,Barren Land,2793.0701785771466,0.4510925135198842,466.6030511296193,-0.820829168883484
Africa,2018,Forest,7992.584166657318,0.750349027979153,206.13310256224307,-0.701832161090222
Asia,2003,Water,3881.158109464822,0.4757167209153632,368.13905706865285,-0.3912756894028433
South America,2005,Barren Land,5819.710635992483,0.49874742613516987,97.22521840133615,-0.6087783233083427
South America,2016,Barren Land,8492.28741948161,0.33656996561068564,302.30871617473207,1.1338165875242368
North America,2006,Wetlands,8837.899873418059,0.13873853464366423,222.54523806142248,-1.4996137696880132
Arctic,2023,Water,2212.9163766470283,0.41681030360695626,68.64201485726686,2.5427051282404793
South America,2022,Wetlands,2605.2487073751013,0.1097852988059393,335.5430455712964,1.3867001751005372
North America,2006,Water,347.44006595660403,0.3250595428490616,272.36327056640073,-0.5787378137670646
Europe,2008,Forest,1837.9665148551571,0.5497063509065293,112.65865747642063,1.4720628066285406
Europe,2012,Water,3215.5584091613414,0.3552738834339221,595.9032368805581,1.1573341708724638
Europe,2019,Urban,7941.710497099307,0.21661371842024654,16.70382459844769,-0.3492380123610867
Australia,2013,Barren Land,3128.575058644662,0.469290412136413,690.0295515712414,0.8187937289858236
South America,2015,Water,6417.559338028812,0.3043809886908635,317.5097705427694,-0.8266172431303946
Australia,2022,Forest,2104.1533506923433,0.2044993256692223,63.028441012724386,-1.1017359091816732
Arctic,2008,Water,1340.8042833536986,0.1050141082336678,69.98993803490255,1.5362114254600554
South America,2014,Barren Land,3412.243858491924,0.48905605540561126,118.51514990901723,1.3503099061075803
North America,2004,Agriculture,4221.475153571753,0.7767564271885914,55.27515959160478,-0.4583061645558459
Australia,2017,Water,1866.0348868651465,0.18051111353758414,115.32224307047548,0.04167563075246852
Australia,2020,Urban,1164.8134588188816,0.2567060432651235,973.8149784977792,-1.004376052619602
Arctic,2019,Barren Land,2296.1656342695055,0.3668364583382437,41.92169053277951,2.8666522258056832
Australia,2007,Forest,5292.322883933053,0.38570138718213903,745.9276165627639,0.8314599392721798
Africa,2014,Barren Land,5106.648360209629,0.6345915942815196,127.82334793250749,-0.7042994733039016
North America,2020,Wetlands,1546.028827651395,0.6493263557463335,25.81095614771137,-2.3170519541792403
Europe,2024,Agriculture,1747.1571746591005,0.666234184821141,248.17863578314368,-0.3617277722676206
North America,2008,Forest,5720.285605033308,0.9751767279355079,197.91417006882767,0.442532044949717
Africa,2018,Agriculture,4428.72256449308,0.4188208515928843,459.04606346897117,-0.013195186962303922
Arctic,2021,Agriculture,900.9887450013941,0.14747565506857052,23.470841278835955,2.08048070886732
Arctic,2005,Urban,7351.603058802564,0.10701517886196317,15.148625606907032,2.3495277299628423
South America,2003,Water,959.9948338854016,0.15003869858833233,1.4090601329321946,-0.5109559930652047
North America,2010,Urban,6663.21915989395,0.14685469766414463,189.19065273175886,-1.2553237853749801
Arctic,2009,Urban,2150.3728586719267,0.1613160202742141,3.8569234825205947,2.739004945391095
Australia,2002,Wetlands,1467.431373523538,0.5256460481953704,765.3181784311778,-0.8848991950745064
Arctic,2000,Urban,3771.2420788896093,0.08986804867833481,76.41865586812925,0.7983824155206327
Arctic,2011,Forest,2810.8350492844247,0.1875282771364949,48.83554327792484,2.5000647238376694
Arctic,2022,Water,2266.313540059272,0.15015027388246993,5.154507756886503,0.8941858969091998
Arctic,2014,Water,3924.1221999531745,0.1446448085441277,4.785308989738607,1.1818129415216978
Europe,2014,Forest,1091.3813896409717,0.9160643213950865,248.5596759172316,1.5805780633287607
Europe,2020,Urban,3609.642053369285,0.3552065191016991,389.9929133500202,1.588563347175629
South America,2013,Urban,3803.595632993993,0.21113549864739595,704.7120947245928,1.1912662493783621
Arctic,2006,Agriculture,2136.906171779441,0.0819333668691253,67.33921603020276,2.7593662308700884
North America,2016,Agriculture,73.66030172417399,0.7008312367481522,50.64191890395649,1.1563979870303125
Africa,2023,Wetlands,4369.773997539767,0.8016435387362562,1943.2460525003726,1.9626043586252813
South America,2018,Barren Land,2845.4389421126552,0.8449825367916097,51.164434336568476,1.0941316760832671
North America,2006,Agriculture,2621.631825073963,0.6030202768171081,549.9962407640761,0.25127839467111845
Arctic,2002,Water,634.1605776314718,0.2527523333035278,26.525276078814517,2.8729489920464975
Asia,2002,Forest,3638.440227649904,0.7157062218877565,340.2281402956113,-0.46494147519705603
Arctic,2024,Urban,6158.520787152118,0.02207211481807672,27.788094013510516,2.146320660770531
Europe,2017,Barren Land,2716.051218082145,0.6243359002389999,611.3333961022375,0.19079435004677806
Africa,2019,Agriculture,1655.4819273707012,0.6677171146044384,364.90376823058017,-0.13808315143514296
Australia,2021,Barren Land,4547.617867302592,0.6776242781103107,566.4754706991904,-0.31484365156278377
Africa,2013,Forest,12918.251648437137,0.6605489096730367,60.361551737101976,1.2878617364362117
Australia,2002,Forest,1538.4710199974986,0.7920425964685078,604.5610638877778,-0.9529775066832984
Africa,2006,Barren Land,2380.663412261735,0.6110659125841538,1783.8715517795088,0.14777360306920523
Europe,2006,Barren Land,7486.038439469409,0.1924227358738394,324.9753782012456,-1.2893289453312993
Australia,2004,Wetlands,2908.0586533898127,0.8186934155219489,1123.458540212945,-2.0077155635635977
North America,2002,Barren Land,580.7062916032713,0.5981820061503117,74.49361827270563,1.1951845484254842
Australia,2017,Urban,10411.069811943038,0.27289419855456853,530.3246307491859,1.2858695614121622
South America,2014,Water,213.872061514873,0.37431001593396074,55.554607222853,-0.48540698379004416
North America,2019,Agriculture,485.07224172697283,0.8353916129832684,217.6656365137306,0.05063239973215958
South America,2013,Agriculture,1189.4612404347033,0.502092612950953,327.2244797148122,-0.2892935729925452
Arctic,2003,Agriculture,5425.046742688678,0.321602396663463,32.38743864293843,1.7117554294915795
Africa,2023,Barren Land,8631.395373314728,0.8617456484783194,400.0589814144724,-0.4880303306094758
North America,2007,Barren Land,940.5799184570429,0.832866195946288,116.1069746760648,0.460076756574814
Africa,2020,Wetlands,2456.5536234015967,0.6158390165909663,1310.0359785533367,-0.3811604254132225
Arctic,2012,Barren Land,4116.243535161433,0.11629655661329791,0.19723677363280245,2.4150128391279857
Asia,2021,Wetlands,8531.540072833284,0.8604547447788925,291.0644942373923,1.6677092248420629
Africa,2007,Wetlands,279.2910660883416,0.8873085578487742,723.8644617983406,0.3895567687406677
Arctic,2014,Urban,517.0311988007069,0.03654347126112247,66.52339547462574,2.124799519573829
Africa,2016,Urban,3216.52700269253,0.18409525827785714,458.5318277195815,-0.5714833300356025
